,index,value,label,next_stream,stream,strahler,topo,distance,elev_ft,area_10m2,wetland,longitude,latitude,elev_m,sample_name,site_id,sample_type,date,time,datetime,description,temperature_deg_C,pH,Conductivity_uS_cm,DO_percent,Alkalinity_meq_L,DOC_mg_L,DIC_mg_L,d13C_permil,pCO2_ppmv,Rn_bq_m3,Rn_sterror,pCO2_calc_dic_ph,u_pCO2_calc_dic_ph,alk_calc_dic_ph,u_alk_calc_dic_ph,dic_calc_alk_ph,u_dic_calc_alk_ph,pCO2_calc_alk_ph,u_pCO2_calc_alk_ph,dic_calc_pco2_ph,u_dic_calc_pco2_ph,alk_calc_pco2_ph,u_alk_calc_pco2_ph,pH_calc_dic_alk,u_pH_calc_dic_alk,pCO2_calc_dic_alk,u_pCO2_calc_dic_alk,pH_calc_dic_pco2,u_pH_calc_dic_pco2,alk_calc_dic_pco2,u_alk_calc_dic_pco2,ph_calc_alk_pco2,u_ph_calc_alk_pco2,dic_calc_alk_pco2,u_dic_calc_alk_pco2,KHenry,CO2_calc_alk_ph,CO2_calc_alk_pco2,bicarb_calc_alk_ph,bicarb_calc_alk_pco2,carb_calc_alk_ph,carb_calc_alk_pco2,pco2,CO2_calc,bicarb_calc,carb_calc,dic_calc,dic_calc_u,e_bg,e_dg,e_db,e_cg,e_cb,d13c_bicarb,d13c_co2,d13c_carb,clip,upstreamwet,clip_strahler1,temperature_filled,discharge,velocity,width,depth,xarea,slope
0,5649,1,,6,1,1,11,19633.2928216461,6907.286,641,,-121.967439988993,43.2624496252467,2105.3407728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,6.7871428571428565,0.00344343654618897,0.02945606445722392,0.8909549097032238,0.13120839938072257,0.1169007676225562,-0.08229599999999664
1,5645,1,,6,1,1,11,19619.1506855698,6904.586,644,,-121.967319035696,43.2625412383486,2104.5178128000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,6.7871428571428565,0.0034595524738622414,0.029508511776865406,0.8923918372060053,0.1313762999116475,0.11723913764348227,-0.12364211999999952
2,5641,1,,6,1,1,11,19609.1506852498,6899.173,682,,-121.967321236897,43.2626312426992,2102.8679304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,6.7871428571428565,0.003663687557723678,0.030160142111592743,0.9102250052212798,0.1334554407684715,0.12147447927029016,-0.17812512000000424
3,5637,1,,6,1,1,11,19599.1506849298,6892.898,698,,-121.967323438105,43.2627212470508,2100.9553104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,6.7871428571428565,0.003749639171981125,0.030427785763586457,0.9175390634921573,0.13430573709654808,0.12323076023719062,-0.2886455999999953
4,5633,1,,6,1,1,11,19585.0085488535,6880.233,709,,-121.967202484082,43.2628128600303,2097.0950184000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,6.7871428571428565,0.00380873090678312,0.03060959475346151,0.9225040104499462,0.1348821398755728,0.12442931497328652,-0.2713177200000018
5,5629,1,,6,1,1,11,19570.8664127772,6875.095,738,,-121.96708152969,43.2629044728807,2095.528956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,6.7871428571428565,0.003964518207624742,0.03108069059964454,0.935356106077442,0.13637123419063174,0.12755566659352424,-0.10399776000001566
6,5625,1,,6,1,1,11,19556.724276701,6873.409,776,,-121.966960574929,43.2629960856019,2095.0150632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,6.7871428571428565,0.004168653291486179,0.03168095604617053,0.9517056039694433,0.13825946455610819,0.13158230721986278,-0.0922019999999975
7,5621,1,,6,1,1,11,19542.5821406247,6869.045,789,,-121.966839619799,43.2630876981938,2093.684916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,6.7871428571428565,0.004238488978070355,0.031882122605748076,0.9571782524850874,0.13889000958406958,0.13294249666131674,-0.20772119999999178
8,5617,1,,6,1,1,11,19532.5821403047,6859.779,791,,-121.966841820301,43.2631777025599,2090.8606392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,6.7871428571428565,0.004249232929852536,0.031912888754890276,0.9580149451175943,0.13898634556261824,0.13315099621626672,-0.41727120000000467
9,5613,1,,6,1,1,11,19518.4400042284,6841.665,799,,-121.966720864623,43.263269315026,2085.339492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,6.7871428571428565,0.0042922087369812595,0.03203547415286937,0.9613479306050556,0.13936993007686488,0.13398299386796536,-0.3844747200000029
10,5608,1,,6,1,1,11,19504.2978681521,6834.551,832,,-121.966599908576,43.263360927363,2083.1711448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,6.7871428571428565,0.004469483941387244,0.032533264262668414,0.9748701100529648,0.14092335869322464,0.13738197019829734,-0.19933920000000854
11,5602,1,,6,1,1,11,19490.1557320758,6828.585,843,,-121.966478952159,43.2634525395708,2081.352708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,6.7871428571428565,0.004528575676189238,0.032696472529170316,0.9792993155371144,0.14143121666594788,0.13850349367654408,-0.21738335999998526
12,5596,1,,6,1,1,11,19480.1557317558,6820.287,845,,-121.966481152133,43.2635425439479,2078.8234776000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,6.7871428571428565,0.00453931962797142,0.03272600488060637,0.9801005526329464,0.14152303676655809,0.13870680654519638,-0.3054553199999873
13,5590,1,,6,1,1,11,19470.1557314358,6808.542,848,,-121.966483352114,43.263632548326,2075.2436016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,6.7871428571428565,0.004555435555644691,0.03277022239078536,0.981300083008392,0.14166047148942995,0.13901143243158556,-0.37133784000000103
14,5583,1,,6,1,1,11,19456.0135953595,6795.921,855,,-121.966362394972,43.2637241604113,2071.3967208000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,6.7871428571428565,0.004593039386882324,0.03287302137691935,0.984088220298274,0.14197978501883957,0.13972063395752138,-0.29237940000000434
